company_name,company_ticker,entity_name,company_cik,2022,2021,2020
MANNKIND,MNKD,MANNKIND CORP (MNKD),0000899460,https://www.sec.gov/Archives/edgar/data/899460/000156459022006702/mnkd-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/899460/000156459021008440/mnkd-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/899460/000156459020006198/mnkd-10k_20191231.htm
MANPOWERGROUP,MAN,ManpowerGroup Inc. (MAN),0000871763,https://www.sec.gov/Archives/edgar/data/871763/000095017022001500/man-20211231.htm,https://www.sec.gov/Archives/edgar/data/871763/000156459021006974/man-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/871763/000156459020005762/man-10k_20191231.htm
MANTECH INTL CORP,MANT,,,,,
MARATHON DIGITAL HOLDINGS INC,MARA,"MARATHON DIGITAL HOLDINGS, INC. (MARA)",0001507605,https://www.sec.gov/Archives/edgar/data/1507605/000149315222006446/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1507605/000149315221006139/form10-k.htm,https://www.sec.gov/Archives/edgar/data/1507605/000149315220004558/form10-k.htm
MARATHON OIL CORP,MRO,MARATHON OIL CORP (MRO),0000101778,https://www.sec.gov/Archives/edgar/data/101778/000010177822000016/mro-20211231.htm,https://www.sec.gov/Archives/edgar/data/101778/000010177821000018/mro-20201231.htm,https://www.sec.gov/Archives/edgar/data/101778/000010177820000023/mro-20191231x10k2019.htm
MARATHON PETROLEUM,MPC,Marathon Petroleum Corp (MPC),0001510295,https://www.sec.gov/Archives/edgar/data/1510295/000151029522000011/mpc-20211231.htm,https://www.sec.gov/Archives/edgar/data/1510295/000151029521000027/mpc-20201231.htm,https://www.sec.gov/Archives/edgar/data/1510295/000151029520000006/mpc-20191231x10k.htm
MARAVAI LIFESCIENCES HOLDINGS,MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC. (MRVI)",0001823239,https://www.sec.gov/Archives/edgar/data/1823239/000182323922000012/mrvi-20211231.htm,https://www.sec.gov/Archives/edgar/data/1823239/000182323921000006/maravailifesciencesholding.htm,
MARCUS & MILLICHAP,MMI,"Marcus & Millichap, Inc. (MMI)",0001578732,https://www.sec.gov/Archives/edgar/data/1578732/000119312522060189/d232794d10k.htm,https://www.sec.gov/Archives/edgar/data/1578732/000119312521062693/d105051d10k.htm,https://www.sec.gov/Archives/edgar/data/1578732/000119312520058202/d825656d10k.htm
MARCUS CORPORATION,MCS,MARCUS CORP (MCS),0000062234,https://www.sec.gov/Archives/edgar/data/62234/000006223422000010/mcs-20211230.htm,https://www.sec.gov/Archives/edgar/data/62234/000110465921032672/mcs-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/62234/000110465920024194/tm205232d1_10k.htm
MARINE PRODUCTS,MPX,MARINE PRODUCTS CORP (MPX),0001129155,https://www.sec.gov/Archives/edgar/data/1129155/000155837022002350/mpx-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1129155/000110465921029338/mpx-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1129155/000110465920027034/mpx-20191231x10ka2493e.htm
MARINEMAX INC,HZO,MARINEMAX INC (HZO),0001057060,https://www.sec.gov/Archives/edgar/data/1057060/000095017022025440/hzo-20220930.htm,https://www.sec.gov/Archives/edgar/data/1057060/000156459021057762/hzo-10k_20210930.htm,https://www.sec.gov/Archives/edgar/data/1057060/000156459020055931/hzo-10k_20200930.htm
MARKEL CORP,MKL,MARKEL CORP (MKL),0001096343,https://www.sec.gov/Archives/edgar/data/1096343/000109634322000039/mkl-20211231.htm,https://www.sec.gov/Archives/edgar/data/1096343/000109634321000032/mkl-20201231.htm,https://www.sec.gov/Archives/edgar/data/1096343/000109634320000039/mkl1231201910k.htm
MARKETAXESS HOLDINGS,MKTX,MARKETAXESS HOLDINGS INC (MKTX),0001278021,https://www.sec.gov/Archives/edgar/data/1278021/000095017022001811/mktx-20211231.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459021006981/mktx-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1278021/000156459020004935/mktx-10k_20191231.htm
MARKETWISE INC (A),MKTW,"MARKETWISE, INC. (MKTW)",0001805651,https://www.sec.gov/Archives/edgar/data/1805651/000162828022005651/mktw-20211231.htm,https://www.sec.gov/Archives/edgar/data/1805651/000119312521089774/d53368d10k.htm,
MARKFORGED HOLDING CORPORATION (A),MKFG,"Markforged Holding Corp (MKFG, MKFG-WT)",0001816613,https://www.sec.gov/Archives/edgar/data/1816613/000095017022005169/mkfg-20211231.htm,https://www.sec.gov/Archives/edgar/data/1816613/000110465921043395/tm21103413_10k.htm,
MARQETA,MQ,"Marqeta, Inc. (MQ)",0001522540,https://www.sec.gov/Archives/edgar/data/1522540/000152254022000013/mq-20211231.htm,,
MARRIOTT INTERNATIONAL,MAR,MARRIOTT INTERNATIONAL INC /MD/ (MAR),0001048286,https://www.sec.gov/Archives/edgar/data/1048286/000162828022002666/mar-20211231.htm,https://www.sec.gov/Archives/edgar/data/1048286/000162828021002433/mar-20201231.htm,https://www.sec.gov/Archives/edgar/data/1048286/000162828020002376/mar-q42019x10k.htm
MARRIOTT VACATIONS WORLDWIDE,VAC,MARRIOTT VACATIONS WORLDWIDE Corp (VAC),0001524358,https://www.sec.gov/Archives/edgar/data/1524358/000152435822000013/vac-20211231.htm,https://www.sec.gov/Archives/edgar/data/1524358/000152435821000016/vac-20201231.htm,https://www.sec.gov/Archives/edgar/data/1524358/000152435820000011/a2019q410-kdocument.htm
MARSH & MCLENNAN,MMC,"MARSH & MCLENNAN COMPANIES, INC. (MMC)",0000062709,https://www.sec.gov/Archives/edgar/data/62709/000006270922000009/mmc-20211231.htm,https://www.sec.gov/Archives/edgar/data/62709/000006270921000008/mmc-20201231.htm,https://www.sec.gov/Archives/edgar/data/62709/000006270920000010/mmc1231201910k.htm
MARTEN TRANSPORT,MRTN,MARTEN TRANSPORT LTD (MRTN),0000799167,https://www.sec.gov/Archives/edgar/data/799167/000143774922004503/mrtn20211231_10k.htm,https://www.sec.gov/Archives/edgar/data/799167/000143774921004453/mrtn20201231_10k.htm,https://www.sec.gov/Archives/edgar/data/799167/000143774920003828/mrtn20191231_10k.htm
MARTIN MERIETTA MATERIALS,MLM,MARTIN MARIETTA MATERIALS INC (MLM),0000916076,https://www.sec.gov/Archives/edgar/data/916076/000156459022005965/mlm-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/916076/000156459021006959/mlm-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/916076/000156459020005784/mlm-10k_20191231.htm
MARVELL TECHNOLOGY,MRVL,"Marvell Technology, Inc. (MRVL)",0001835632,https://www.sec.gov/Archives/edgar/data/1835632/000183563222000016/mrvl-20220129.htm,,
MASCO CORP,MAS,MASCO CORP /DE/ (MAS),0000062996,https://www.sec.gov/Archives/edgar/data/62996/000006299622000011/mas-20211231.htm,https://www.sec.gov/Archives/edgar/data/62996/000006299621000008/mas-20201231.htm,https://www.sec.gov/Archives/edgar/data/62996/000006299620000006/mas2019123110k.htm
MASIMO,MASI,MASIMO CORP (MASI),0000937556,https://www.sec.gov/Archives/edgar/data/937556/000093755622000031/masi-20220101.htm,https://www.sec.gov/Archives/edgar/data/937556/000093755621000033/masi-20210102.htm,https://www.sec.gov/Archives/edgar/data/937556/000093755620000030/masi-20191228xform10k.htm
MASONITE INTERNATIONAL CORP,DOOR,MASONITE INTERNATIONAL CORP (DOOR),0000893691,https://www.sec.gov/Archives/edgar/data/893691/000089369122000014/door-20220102.htm,https://www.sec.gov/Archives/edgar/data/893691/000089369121000012/door-20210103.htm,https://www.sec.gov/Archives/edgar/data/893691/000089369120000008/a2019form10-k.htm
MASTEC INC,MTZ,MASTEC INC (MTZ),0000015615,https://www.sec.gov/Archives/edgar/data/15615/000001561522000011/mtz-20211231.htm,https://www.sec.gov/Archives/edgar/data/15615/000001561521000006/mtz-20201231.htm,https://www.sec.gov/Archives/edgar/data/15615/000001561520000005/mtz12311910-k.htm
MASTERCARD CL A,MA,Mastercard Inc (MA),0001141391,https://www.sec.gov/Archives/edgar/data/1141391/000114139122000023/ma-20211231.htm,https://www.sec.gov/Archives/edgar/data/1141391/000114139121000018/ma-20201231.htm,https://www.sec.gov/Archives/edgar/data/1141391/000114139120000032/ma1231201910xk.htm
MASTERCRAFT BOAT HOLDINGS,MCFT,"MasterCraft Boat Holdings, Inc. (MCFT)",0001638290,https://www.sec.gov/Archives/edgar/data/1638290/000156459022031335/mcft-10k_20220630.htm,https://www.sec.gov/Archives/edgar/data/1638290/000156459021046866/mcft-10k_20210630.htm,https://www.sec.gov/Archives/edgar/data/1638290/000156459020043257/mcft-10k_20200630.htm
MATADOR RESOURCES,MTDR,Matador Resources Co (MTDR),0001520006,https://www.sec.gov/Archives/edgar/data/1520006/000152000622000065/mtdr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1520006/000152000621000056/mtdr-20201231.htm,https://www.sec.gov/Archives/edgar/data/1520006/000152000620000037/a20191231mtdr10-k.htm
MATCH GROUP,MTCH,"Match Group, Inc. (MTCH)",0000891103,https://www.sec.gov/Archives/edgar/data/891103/000089110322000020/mtch-20211231.htm,https://www.sec.gov/Archives/edgar/data/891103/000089110321000014/mtch-20201231.htm,https://www.sec.gov/Archives/edgar/data/891103/000089110320000004/iac-20191231x10k.htm
MATERION,MTRN,MATERION Corp (MTRN),0001104657,https://www.sec.gov/Archives/edgar/data/1104657/000110465722000021/mtrn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1104657/000110465721000010/mtrn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1104657/000110465720000013/mtrn2019123110k.htm
MATSON INC.,MATX,"Matson, Inc. (MATX)",0000003453,https://www.sec.gov/Archives/edgar/data/3453/000155837022002040/matx-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/3453/000155837021001909/matx-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/3453/000155837020001757/matx-20191231x10kddf34b.htm
MATTEL,MAT,MATTEL INC /DE/ (MAT),0000063276,https://www.sec.gov/Archives/edgar/data/63276/000162828022004260/mat-20211231.htm,https://www.sec.gov/Archives/edgar/data/63276/000162828021003197/mat-20201231.htm,https://www.sec.gov/Archives/edgar/data/63276/000162828020002192/mat1231201910-k.htm
MATTERPORT INC (A),MTTR,"Matterport, Inc./DE (MTTR)",0001819394,https://www.sec.gov/Archives/edgar/data/1819394/000181939422000023/mttr-20211231.htm,https://www.sec.gov/Archives/edgar/data/1819394/000156459021012893/ghvi-10k_20201231.htm,
MATTHEWS INTL A,MATW,MATTHEWS INTERNATIONAL CORP (MATW),0000063296,https://www.sec.gov/Archives/edgar/data/63296/000006329622000099/matw-20220930.htm,https://www.sec.gov/Archives/edgar/data/63296/000006329621000107/matw-20210930.htm,https://www.sec.gov/Archives/edgar/data/63296/000006329620000098/matw-20200930.htm
MAXAR TECHNOLOGIES,MAXR,Maxar Technologies Inc. (MAXR),0001121142,https://www.sec.gov/Archives/edgar/data/1121142/000155837022001597/maxr-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1121142/000155837021001635/maxr-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1121142/000155837020001895/maxr-20191231x10k1d54eb.htm
MAXCYTE,MXCT,"MAXCYTE, INC. (MXCT)",0001287098,https://www.sec.gov/Archives/edgar/data/1287098/000155837022004081/mxct-20211231x10k.htm,,
MAXIMUS,MMS,"MAXIMUS, INC. (MMS)",0001032220,https://www.sec.gov/Archives/edgar/data/1032220/000103222022000074/mms-20220930.htm,https://www.sec.gov/Archives/edgar/data/1032220/000162828021023790/mms-20210930.htm,https://www.sec.gov/Archives/edgar/data/1032220/000103222020000102/mms-20200930.htm
MAXLINEAR,MXL,"MAXLINEAR, INC (MXL)",0001288469,https://www.sec.gov/Archives/edgar/data/1288469/000128846922000029/mxl-20211231.htm,https://www.sec.gov/Archives/edgar/data/1288469/000128846921000013/mxl-20201231.htm,https://www.sec.gov/Archives/edgar/data/1288469/000128846920000013/a12311910-k.htm
MBIA,MBI,MBIA INC (MBI),0000814585,https://www.sec.gov/Archives/edgar/data/814585/000119312522058160/d235997d10k.htm,https://www.sec.gov/Archives/edgar/data/814585/000119312521063676/d227214d10k.htm,https://www.sec.gov/Archives/edgar/data/814585/000119312520052873/d833769d10k.htm
MCCORMICK & CO,MKC,"MCCORMICK & CO INC (MKC, MKC-V)",0000063754,https://www.sec.gov/Archives/edgar/data/63754/000006375422000005/mkc-20211130.htm,https://www.sec.gov/Archives/edgar/data/63754/000006375421000020/mkc-20201130.htm,https://www.sec.gov/Archives/edgar/data/63754/000006375420000022/mkc-11302019x10kxq42019.htm
MCDONALDS CORP,MCD,MCDONALDS CORP (MCD),0000063908,https://www.sec.gov/Archives/edgar/data/63908/000006390822000011/mcd-20211231.htm,https://www.sec.gov/Archives/edgar/data/63908/000006390821000013/mcd-20201231.htm,https://www.sec.gov/Archives/edgar/data/63908/000006390820000022/mcd-12312019x10k.htm
MCGRATH RENT CORP,MGRC,MCGRATH RENTCORP (MGRC),0000752714,https://www.sec.gov/Archives/edgar/data/752714/000156459022006230/mgrc-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/752714/000156459021007546/mgrc-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/752714/000156459020006373/mgrc-10k_20191231.htm
MCKESSON,MCK,MCKESSON CORP (MCK),0000927653,https://www.sec.gov/Archives/edgar/data/927653/000092765322000051/mck-20220331.htm,https://www.sec.gov/Archives/edgar/data/927653/000092765321000039/mck-20210331.htm,https://www.sec.gov/Archives/edgar/data/927653/000092765320000033/mck10k3312020.htm
MDC HOLDINGS INC,MDC,"M.D.C. HOLDINGS, INC. (MDC)",0000773141,https://www.sec.gov/Archives/edgar/data/773141/000077314122000012/mdc-20211231.htm,https://www.sec.gov/Archives/edgar/data/773141/000077314121000024/mdc-20201231.htm,https://www.sec.gov/Archives/edgar/data/773141/000143774920001403/mdc20191231_10k.htm
MDU RESOURCES,MDU,MDU RESOURCES GROUP INC (MDU),0000067716,https://www.sec.gov/Archives/edgar/data/67716/000006771622000012/mdu-20211231.htm,https://www.sec.gov/Archives/edgar/data/67716/000006771621000007/mdu-20201231.htm,https://www.sec.gov/Archives/edgar/data/67716/000006771620000010/a2019form10-k.htm
MEDIAALPHA,MAX,"MediaAlpha, Inc. (MAX)",0001818383,https://www.sec.gov/Archives/edgar/data/1818383/000181838322000023/max-20211231.htm,https://www.sec.gov/Archives/edgar/data/1818383/000156459021013026/max-10k_20201231.htm,
MEDICAL PROPERTIES TRUST,MPW,MEDICAL PROPERTIES TRUST INC (MPW),0001287865,https://www.sec.gov/Archives/edgar/data/1524607/000156459022008100/mpw-10k_20211231.htm,https://www.sec.gov/Archives/edgar/data/1524607/000156459021009901/mpw-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1524607/000156459020006950/mpw-10k_20191231.htm
MEDIFAST INC,MED,MEDIFAST INC (MED),0000910329,https://www.sec.gov/Archives/edgar/data/910329/000162828022003534/med-20211231.htm,https://www.sec.gov/Archives/edgar/data/910329/000155837021001985/med-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/910329/000155837020001889/med-20191231x10kab6561.htm
MEDNAX,MD,"Pediatrix Medical Group, Inc. (MD)",0000893949,https://www.sec.gov/Archives/edgar/data/893949/000095017022001387/md-20211231.htm,https://www.sec.gov/Archives/edgar/data/893949/000119312521047064/d51794d10k.htm,https://www.sec.gov/Archives/edgar/data/893949/000119312520042622/d834090d10k.htm
MEDPACE HOLDINGS,MEDP,"Medpace Holdings, Inc. (MEDP)",0001668397,https://www.sec.gov/Archives/edgar/data/1668397/000095017022001280/medp-20211231.htm,https://www.sec.gov/Archives/edgar/data/1668397/000156459021006072/medp-10k_20201231.htm,https://www.sec.gov/Archives/edgar/data/1668397/000156459020006385/medp-10k_20191231.htm
MEDTRONIC PLC,MDT,Medtronic plc (MDT),0001613103,https://www.sec.gov/Archives/edgar/data/1613103/000161310322000023/mdt-20220429.htm,https://www.sec.gov/Archives/edgar/data/1613103/000161310321000027/mdt-20210430.htm,https://www.sec.gov/Archives/edgar/data/1613103/000161310320000021/mdt-20200424.htm
MEIRAGTX HOLDINGS PLC,MGTX,MeiraGTx Holdings plc (MGTX),0001735438,https://www.sec.gov/Archives/edgar/data/1735438/000155837022003302/mgtx-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1735438/000155837021002773/mgtx-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1735438/000155837020002429/mgtx-20191231x10k.htm
MERCANTILE BANK,MBWM,MERCANTILE BANK CORP (MBWM),0001042729,https://www.sec.gov/Archives/edgar/data/1042729/000143774922005284/mbwm20211231_10k.htm,https://www.sec.gov/Archives/edgar/data/1042729/000143774921005133/mbwm20201231_10k.htm,https://www.sec.gov/Archives/edgar/data/1042729/000143774920004062/mbwm20191231_10k.htm
MERCHANTS BANCORP,MBIN,"Merchants Bancorp (MBIN, MBINP, MBINO, MBINN, MBINM)",0001629019,https://www.sec.gov/Archives/edgar/data/1629019/000155837022002893/mbin-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/1629019/000155837021002456/mbin-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/1629019/000155837020002771/mbin-20191231x10k.htm
MERCK & CO,MRK,"Merck & Co., Inc. (MRK)",0000310158,https://www.sec.gov/Archives/edgar/data/310158/000031015822000003/mrk-20211231.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015821000004/mrk-20201231.htm,https://www.sec.gov/Archives/edgar/data/310158/000031015820000005/mrk1231201910k.htm
MERCURY GENERAL,MCY,MERCURY GENERAL CORP (MCY),0000064996,https://www.sec.gov/Archives/edgar/data/64996/000006499622000004/mcy-20211231.htm,https://www.sec.gov/Archives/edgar/data/64996/000006499621000004/mcy-20201231.htm,https://www.sec.gov/Archives/edgar/data/64996/000006499620000012/mcy-20191231x10k.htm
MERCURY SYSTEMS,MRCY,MERCURY SYSTEMS INC (MRCY),0001049521,https://www.sec.gov/Archives/edgar/data/1049521/000104952122000046/mrcy-20220701.htm,https://www.sec.gov/Archives/edgar/data/1049521/000104952121000032/mrcy-20210702.htm,https://www.sec.gov/Archives/edgar/data/1049521/000104952120000034/mrcy-20200703.htm
MERIDIAN BIOSCIENCE,VIVO,MERIDIAN BIOSCIENCE INC,0000794172,https://www.sec.gov/Archives/edgar/data/794172/000119312522290521/d384542d10k.htm,https://www.sec.gov/Archives/edgar/data/794172/000119312521337663/d228317d10k.htm,https://www.sec.gov/Archives/edgar/data/794172/000119312520300813/d24550d10k.htm
MERIDIANLINK,MLNK,"MeridianLink, Inc. (MLNK)",0001834494,https://www.sec.gov/Archives/edgar/data/1834494/000183449422000015/mlnk-20211231.htm,,
MERIT MEDICAL SYSTEMS,MMSI,MERIT MEDICAL SYSTEMS INC (MMSI),0000856982,https://www.sec.gov/Archives/edgar/data/856982/000085698222000013/mmsi-20211231x10k.htm,https://www.sec.gov/Archives/edgar/data/856982/000085698221000003/mmsi-20201231x10k.htm,https://www.sec.gov/Archives/edgar/data/856982/000085698220000011/mmsi-20191231x10k.htm
MERITAGE HOMES,MTH,Meritage Homes CORP (MTH),0000833079,https://www.sec.gov/Archives/edgar/data/833079/000083307922000011/mth-20211231.htm,https://www.sec.gov/Archives/edgar/data/833079/000083307921000019/mth-20201231.htm,https://www.sec.gov/Archives/edgar/data/833079/000083307920000026/mth-20191231.htm
MERITOR,MTOR,"MERITOR, INC.",0001113256,,https://www.sec.gov/Archives/edgar/data/1113256/000111325621000128/mtor-20211003.htm,https://www.sec.gov/Archives/edgar/data/1113256/000111325620000123/mtor-20200927.htm
MERSANA THERAPEUTICS,MRSN,"Mersana Therapeutics, Inc. (MRSN)",0001442836,https://www.sec.gov/Archives/edgar/data/1442836/000162828022004101/mrsn-20211231.htm,https://www.sec.gov/Archives/edgar/data/1442836/000162828021003370/mrsn-20201231.htm,https://www.sec.gov/Archives/edgar/data/1442836/000155837020001726/mrsn-20191231x10k.htm
MESA LAB,MLAB,MESA LABORATORIES INC /CO/ (MLAB),0000724004,https://www.sec.gov/Archives/edgar/data/724004/000143774922013906/mlab20220331b_10k.htm,https://www.sec.gov/Archives/edgar/data/724004/000143774921013801/mlab20210331_10k.htm,https://www.sec.gov/Archives/edgar/data/724004/000143774920012142/mlab20200331b_10k.htm
META FINANCIAL GROUP,CASH,"PATHWARD FINANCIAL, INC. (CASH)",0000907471,https://www.sec.gov/Archives/edgar/data/907471/000090747122000156/cash-20220930.htm,https://www.sec.gov/Archives/edgar/data/907471/000090747121000142/cash-20210930.htm,https://www.sec.gov/Archives/edgar/data/907471/000090747120000190/cash-20200930.htm
